The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Malmaison Oxford, Moderate, 51.752158, -1.261906, New Road, Oxford Castle, 3 New Road, Oxford, OX1 1AY, http://www.malmaison-oxford.com,  +44 1865 689 944.,  <p>Probably the most unique accommodation in the city  the Malmaison occupies the converted prison at Oxford Castle. Modern and sharply designed  it offers excellent dining  lively bars  complimentary Wi-Fi  comfortable rooms with power showers  CD and DVD players and high-end toiletries  as well as an exercise room and a small meeting room.</p>
 The Old Bank Hotel, Luxury, 51.752632, -1.253063, , 92-94 High Street, Oxford, OX1 4BJ, http://www.oldbank-hotel.co.uk,  +44 1865 799 599.,  <p>A design hotel offering modern  comfortable and stylish accommodation in the centre of Oxford  the Old Bank Hotel has 42 impressively styled rooms  each with internet and great views of the city's skyline. The hotel restaurant  Quod Brasserie  is a popular lunch spot that uses locally sourced ingredients.</p>
 The Galaxie, Moderate, 51.775260, -1.263776, , 180 Banbury Road, Oxford, OX2 7BT, http://www.galaxie.co.uk,  +44 1865 515 688.,  <p>The Galaxie is spread across two Victorian houses on Banbury Road  although don't expect an old-world feel. A fresh  light colour scheme gives the place a decidedly contemporary feel  while the garden is filled with modern sculptures. It's some way north of the city  but there are good restaurants nearby.</p>
 The Bar Convent, Moderate, 53.954817, -1.091894, , 17 Blossom Street, York, , http://www.bar-convent.org.uk/,  (01904) 643 238.,  <p>Situated in the oldest existing convent in England (established in 1686)   The Bar Convent  offers accommodation with a difference  in elegant surroundings and with a unique and informal ambience. This Grade I listed Georgian building was renovated in the summer of 2006.</p>
 The Churchill Hotel, Moderate, 53.965287, -1.089795, , 65 Bootham, York, , http://www.churchillhotel.com/,  (01904) 644 456.,  <p>All of the rooms in this hotel are individually decorated and its historic charm is guaranteed to beguile. Housed in a Georgian mansion built around 1827  the  Churchill  offers a comfortable  relaxing atmosphere. The restaurant is very good  sourcing its ingredients locally and in accordance with the seasons.</p>
 The Grange Hotel, Luxury, 54.511780, -1.566550, , 1 Clifton, York, , http://www.grangehotel.co.uk/,  (01904) 644 744.,  <p>A Grade-II-listed Regency townhouse   The Grange  exudes good taste - the attached  Ivy Brasserie  (which received two AA rosettes in 2006) is worth a mention too. Elegant and luxurious  the hotel also offers modern comfort and convenience  including Wi-Fi access.</p>
 Middlethorpe Hall, Luxury, 53.939638, -1.087608, , Bishopthorpe Road, York, , http://www.middlethorpe.com/,  (01904) 641 241.,  <p>This country house  built in 1699  offers the optimum in lavishness: set in 20 acres of gardens and parkland  it is decorated with antiques consistent with the period of the house  yet also manages to be modern with its own health and fitness spa.</p>
 Romley House, Moderate, 53.950920, -1.088981, , 2 Millfield Road, York, , http://www.romleyhouse.co.uk/,  (01904) 652 822.,  <p>This family-run guest house provides a friendly and efficient service at bargain prices. Rooms are homely  decorated in white and floral patterns.  Romley House  is also renowned for its pictorial and ceramic clown collection - a typical touch of such child-friendly accommodation. Staying here is a way of receiving some classic Yorkshire hospitality.</p>
 York International Youth Hostel, Cheap, 53.966855, -1.106082, Clifton, Water End, York, , http://www.yha.org.uk/,  0845 371 9051.,  <p>This youth hostel's good service and clean and comfortable rooms guarantee good value for money. Although located just outside the city centre  the 10- to 15-minute walk is a delightfully scenic one along the river. The hostel's bedrooms range from single rooms to dorms accommodating up to eight people.</p>
 Grey Street Hotel, Luxury, 54.971107, -1.610436, , 2-12 Grey Street, Newcastle, NE1 6EE, http://www.greystreethotel.co.uk,  +44 191 230 6777.,  <p>Situated inside a Grade II listed building  this wonderful boutique hotel offers suitably classy accommodation with high ceilings  elegant Georgian bedrooms and triple-glazed windows. Rooms come with free Wi-Fi  plasma TVs  DVD and CD players and beds worth spending time in. Its onsite restaurant  The Living Room  is rather good too.</p>
 Express by Holiday Inn, Cheap, 54.969657, -1.622871, St James Boulevard, Waterloo Square, Newcastle, NE1 4DN, http://www.expressnewcastle.co.uk,  +44 191 224 6850.,  <p>Slap bang in the middle of town  and with the Holiday Inn stamp of familiarity  this modern 3-star hotel features 130 comfortable bedrooms with flatscreen TVs  free Wi-Fi and tea and coffee making facilities. It underwent a beautifying refurbishment in 2015 and also has a fully licensed bar. Breakfast included.</p>
 Roomzzz, Moderate, 54.968192, -1.612420, , Friar House, Clavering Place, Newcastle, NE1 3NG, http://www.roomzzz.com/newcastle-city,  +44 191 261 2839.,  <p>This stylish apartment hotel with colourful boutique-style furnishings is set within a handsome Victorian mansion. Handy options include cosy studios sleeping two and Maxima suites for four  both with ample kitchen facilities and lounge areas with HD TVs. Splurge on a spacious Penthouse Suite with mezzanine and fine city views.</p>
 Hotel du Vin, Moderate, 54.972497, -1.592028, , Allan House, City Road, Newcastle, NE1 2BE, http://www.hotelduvin.com,  +44 191 389 8628.,  <p>The former home of the Tyne Tees Steam Shipping Company has been converted into a 42-room property offering monsoon-style showers  plasma TVs and breathtaking river views. It also has a very decent onsite bistro  Bistro du Vin  as well as the delightful Bubble Bar and an outstanding wine cellar.</p>
 Jesmond Dene House, Luxury, 54.998517, -1.603855, , Jesmond Dene Road, Newcastle, NE2 2EY, http://www.jesmonddenehouse.co.uk,  +44 191 212 3000.,  <p>This indulgent boutique hotel occupies a striking 19th-century mansion  surrounded by leafy woodland. From the underfloor heating in the bathrooms to the exquisitely designed rooms  every last detail has been considered to retain the charm and atmosphere of a manor house. There are 40 rooms  all of them sleek  spacious and modern  plus an award-winning restaurant and expansive gardens.</p>
 Hilton Newcastle Gateshead Hotel, Moderate, 54.966199, -1.606258, , Bottle Bank, Newcastle, NE8 2AR, http://www.hilton.co.uk/newcastlegateshead,  +44 191 490 9700.,  <p>The huge 254-room Hilton enjoys a superb riverside location 10 minutes from the city centre and close to the Baltic  the Sage Gateshead and the Millennium Bridge. Facilities at the hotel include a gym  swimming pool  spa and sauna  but the real draw is the stunning panoramic views of the quayside area. Excellent value off-season.</p>
 Copthorne Hotel, Luxury, 54.970634, -1.599594, , The Close, Quayside, Newcastle, NE1 3RT, http://www.millenniumhotels.co.uk/copthornenewcastle,  +44 191 222 0333.,  <p>The Copthorne Hotel Newcastle is situated on the cosmopolitan Quayside and affords spectacular views of the River Tyne and its famous bridges. This hotel offers 156 comfortable guest rooms and a restaurant offering panoramic views over the river. There is also a gym  swimming pool and a steam room.</p>
 Staybridge Suites, Cheap, 54.972987, -1.599714, , Buxton Street, Newcastle, NE1 6NL, http://www.ihg.com,  +44 191 238 7000.,  <p>This ultra-modern aparthotel block is a short walk from the Quayside and contains a wide choice of suites at great value prices. Expect unfussy contemporary decor  bright and clean bathrooms and excellent facilities including gym  launderette  bar and guest lounge. Ask for a quieter room with a river view.</p>
 Mercure Newcastle County Hotel, Cheap, 54.969426, -1.617520, , Neville Street, Newcastle, NE1 5DF, http://www.mercure.com,  +44 8713 769 029.,  <p>Located opposite Central Station  this attractive hotel makes the most of its listed  19th-century features with 114 sympathetically restored rooms. There are also 18 premier executive rooms to choose from. The informal onsite restaurant is very good and guests are granted free access to the nearby Body Zone fitness centre.</p>
 Apsley House, Moderate, 51.387636, -2.394003, , 141 Newbridge Hill, Bath, BA1 3PT, http://www.apsley-house.co.uk,  +44 1225 336 966.,  <p>From the in-room chaise longues  right down to the breakfast silverware resting heavily on the white linen tablecloths  Apsley House offers classic Bathonian grandeur with an historic twist. Formerly the Duke of Wellington's country house (now well within city limits)  this restored Georgian mansion provides stately rooms alongside personable warmth and hospitality. Breakfast is exemplary and locally sourced  with different daily specials.</p>
 Apple Tree, Cheap, 51.379824, -2.350583, , 7 Pulteney Gardens, Bath, BA2 4HG, http://www.appletreeguesthouse.com,  +44 1225 337 642.,  <p>This fantastic value bed and breakfast offers tasteful individually themed rooms with an East meets West vibe. Besides a selection of full English or Continental breakfasts  Apple Tree also offers on-site beauty treatments  peerless Wi-Fi and high-end White Company toiletries. Adjacent to one of Bath's quieter parks  it's also only a short walk from the centre.</p>
 Duke’s Hotel, Moderate, 51.384334, -2.353943, , Great Pulteney Street, Bath, BA2 4DN, http://www.dukesbath.co.uk,  +44 1255 787 960.,  <p>Boutique Duke's  located on Bath's grandest street  somehow manages to make grand Georgian proportions homely as well as chic. Vivid décor  four-poster beds  delicious breakfasts that linger in the memory  and personable hosts that genuinely seem to care – Duke's is the complete package.</p>
 The Royal Hotel, Cheap, 51.378302, -2.357014, , Manvers Street, Bath, BA1 1JP, http://www.royalhotelbath.co.uk,  +44 1225 463 134.,  <p>Housed in a property designed by Brunel  The Royal Hotel has been around since 1846. The present owners took over in 1995 and initiated a refurbishment programme that has transformed the hotel into a modern  attractive and comfortable establishment. The hotel has two bars and a restaurant with steaks as its speciality.</p>
 The Queensberry Hotel, Luxury, 51.387007, -2.362848, , Russell Street, Bath, BA1 2QF, http://www.thequeensberry.co.uk,  +44 1225 447 928.,  <p>The Queensberry is a boutique town house hotel that is both intimate and stylish. Located in a residential street near the Circus  it is an elegant hotel with many of the original Georgian architectural and decorative features intact. The service is superb  and so is the hotel's Olive Tree restaurant  which offers contemporary British cuisine.</p>
 Brocks Guest House, Moderate, 51.386287, -2.365310, , 32 Brock Street, Bath, BA1 2LN, http://www.brocksguesthouse.co.uk,  +44 1225 338 374.,  <p>Perfectly situated between the Circus and Royal Crescent  Brocks has been awarded four AA stars in the Guest Accommodation category. Rooms in this Georgian building  which dates from 1765  are tastefully unobtrusive and clean. A good choice of breakfast is served in the morning but the real beauty of Brocks is its location. In an area usually reserved for the more expensive hotels  staying at Brocks means you're sightseeing as soon as you step outside.</p>
 The Royal Crescent Hotel, Luxury, 51.387402, -2.368109, , 16 Royal Crescent, Bath, BA1 2LS, http://www.royalcrescent.co.uk,  +44 1225 823 333.,  <p>It is hard to beat The Royal Crescent Hotel and Bath House Spa in terms of location  which is situated in the very middle of what is perhaps Europe's most elegant crescent. The hotel occupies two of the Royal Crescent's buildings  both of which were built by John Wood the Younger. The hotel is one of Bath's very best and has beautiful gardens and an excellent restaurant.</p>
 The Pulteney Hotel, Cheap, 51.381976, -2.350862, , 14 Pulteney Road, Bath, BA2 4HA, http://www.pulteneyhotel.co.uk,  +44 1225 460 991.,  <p>The Pulteney Hotel is a large  elegant Victorian house set in its own picturesque south-facing gardens  with fine views of Bath Abbey. There are 17 rooms  all with en-suite facilities  colour television  tea- and coffee-making facilities  hairdryer and central heating. All rooms are tastefully decorated.</p>
